id,name,acronym,parent_structure_id,depth,structure_id_path,safe_name
312782652,Postrhinal area layer 6b,VISpor6b,312782628.0,8,/997/8/567/688/695/315/669/312782628/312782652/,Postrhinal area layer 6b
31,Anterior cingulate area,ACA,315.0,6,/997/8/567/688/695/315/31/,Anterior cingulate area
572,Anterior cingulate area layer 1,ACA1,31.0,7,/997/8/567/688/695/315/31/572/,Anterior cingulate area layer 1
1053,Anterior cingulate area layer 2/3,ACA2/3,31.0,7,/997/8/567/688/695/315/31/1053/,Anterior cingulate area layer 2/3
739,Anterior cingulate area layer 5,ACA5,31.0,7,/997/8/567/688/695/315/31/739/,Anterior cingulate area layer 5
179,Anterior cingulate area layer 6a,ACA6a,31.0,7,/997/8/567/688/695/315/31/179/,Anterior cingulate area layer 6a
227,Anterior cingulate area layer 6b,ACA6b,31.0,7,/997/8/567/688/695/315/31/227/,Anterior cingulate area layer 6b
39,Anterior cingulate area dorsal part,ACAd,31.0,7,/997/8/567/688/695/315/31/39/,Anterior cingulate area dorsal part
935,Anterior cingulate area dorsal part layer 1,ACAd1,39.0,8,/997/8/567/688/695/315/31/39/935/,Anterior cingulate area dorsal part layer 1
211,Anterior cingulate area dorsal part layer 2/3,ACAd2/3,39.0,8,/997/8/567/688/695/315/31/39/211/,Anterior cingulate area dorsal part layer 2/3
1015,Anterior cingulate area dorsal part layer 5,ACAd5,39.0,8,/997/8/567/688/695/315/31/39/1015/,Anterior cingulate area dorsal part layer 5
919,Anterior cingulate area dorsal part layer 6a,ACAd6a,39.0,8,/997/8/567/688/695/315/31/39/919/,Anterior cingulate area dorsal part layer 6a
927,Anterior cingulate area dorsal part layer 6b,ACAd6b,39.0,8,/997/8/567/688/695/315/31/39/927/,Anterior cingulate area dorsal part layer 6b
48,Anterior cingulate area ventral part,ACAv,31.0,7,/997/8/567/688/695/315/31/48/,Anterior cingulate area ventral part
588,Anterior cingulate area ventral part layer 1,ACAv1,48.0,8,/997/8/567/688/695/315/31/48/588/,Anterior cingulate area ventral part layer 1
296,Anterior cingulate area ventral part layer 2/3,ACAv2/3,48.0,8,/997/8/567/688/695/315/31/48/296/,Anterior cingulate area ventral part layer 2/3
772,Anterior cingulate area ventral part layer 5,ACAv5,48.0,8,/997/8/567/688/695/315/31/48/772/,Anterior cingulate area ventral part layer 5
810,Anterior cingulate area ventral part 6a,ACAv6a,48.0,8,/997/8/567/688/695/315/31/48/810/,Anterior cingulate area ventral part 6a
819,Anterior cingulate area ventral part 6b,ACAv6b,48.0,8,/997/8/567/688/695/315/31/48/819/,Anterior cingulate area ventral part 6b
972,Prelimbic area,PL,315.0,6,/997/8/567/688/695/315/972/,Prelimbic area
171,Prelimbic area layer 1,PL1,972.0,7,/997/8/567/688/695/315/972/171/,Prelimbic area layer 1
195,Prelimbic area layer 2,PL2,972.0,7,/997/8/567/688/695/315/972/195/,Prelimbic area layer 2
304,Prelimbic area layer 2/3,PL2/3,972.0,7,/997/8/567/688/695/315/972/304/,Prelimbic area layer 2/3
363,Prelimbic area layer 5,PL5,972.0,7,/997/8/567/688/695/315/972/363/,Prelimbic area layer 5
84,Prelimbic area layer 6a,PL6a,972.0,7,/997/8/567/688/695/315/972/84/,Prelimbic area layer 6a
132,Prelimbic area layer 6b,PL6b,972.0,7,/997/8/567/688/695/315/972/132/,Prelimbic area layer 6b
44,Infralimbic area,ILA,315.0,6,/997/8/567/688/695/315/44/,Infralimbic area
707,Infralimbic area layer 1,ILA1,44.0,7,/997/8/567/688/695/315/44/707/,Infralimbic area layer 1
747,Infralimbic area layer 2,ILA2,44.0,7,/997/8/567/688/695/315/44/747/,Infralimbic area layer 2
556,Infralimbic area layer 2/3,ILA2/3,44.0,7,/997/8/567/688/695/315/44/556/,Infralimbic area layer 2/3
827,Infralimbic area layer 5,ILA5,44.0,7,/997/8/567/688/695/315/44/827/,Infralimbic area layer 5
1054,Infralimbic area layer 6a,ILA6a,44.0,7,/997/8/567/688/695/315/44/1054/,Infralimbic area layer 6a
1081,Infralimbic area layer 6b,ILA6b,44.0,7,/997/8/567/688/695/315/44/1081/,Infralimbic area layer 6b
714,Orbital area,ORB,315.0,6,/997/8/567/688/695/315/714/,Orbital area
264,Orbital area layer 1,ORB1,714.0,7,/997/8/567/688/695/315/714/264/,Orbital area layer 1
492,Orbital area layer 2/3,ORB2/3,714.0,7,/997/8/567/688/695/315/714/492/,Orbital area layer 2/3
352,Orbital area layer 5,ORB5,714.0,7,/997/8/567/688/695/315/714/352/,Orbital area layer 5
476,Orbital area layer 6a,ORB6a,714.0,7,/997/8/567/688/695/315/714/476/,Orbital area layer 6a
516,Orbital area layer 6b,ORB6b,714.0,7,/997/8/567/688/695/315/714/516/,Orbital area layer 6b
723,Orbital area lateral part,ORBl,714.0,7,/997/8/567/688/695/315/714/723/,Orbital area lateral part
448,Orbital area lateral part layer 1,ORBl1,723.0,8,/997/8/567/688/695/315/714/723/448/,Orbital area lateral part layer 1
412,Orbital area lateral part layer 2/3,ORBl2/3,723.0,8,/997/8/567/688/695/315/714/723/412/,Orbital area lateral part layer 2/3
630,Orbital area lateral part layer 5,ORBl5,723.0,8,/997/8/567/688/695/315/714/723/630/,Orbital area lateral part layer 5
440,Orbital area lateral part layer 6a,ORBl6a,723.0,8,/997/8/567/688/695/315/714/723/440/,Orbital area lateral part layer 6a
488,Orbital area lateral part layer 6b,ORBl6b,723.0,8,/997/8/567/688/695/315/714/723/488/,Orbital area lateral part layer 6b
731,Orbital area medial part,ORBm,714.0,7,/997/8/567/688/695/315/714/731/,Orbital area medial part
484,Orbital area medial part layer 1,ORBm1,731.0,8,/997/8/567/688/695/315/714/731/484/,Orbital area medial part layer 1
524,Orbital area medial part layer 2,ORBm2,731.0,8,/997/8/567/688/695/315/714/731/524/,Orbital area medial part layer 2
582,Orbital area medial part layer 2/3,ORBm2/3,731.0,8,/997/8/567/688/695/315/714/731/582/,Orbital area medial part layer 2/3
620,Orbital area medial part layer 5,ORBm5,731.0,8,/997/8/567/688/695/315/714/731/620/,Orbital area medial part layer 5
910,Orbital area medial part layer 6a,ORBm6a,731.0,8,/997/8/567/688/695/315/714/731/910/,Orbital area medial part layer 6a
527696977,Orbital area medial part layer 6b,ORBm6b,731.0,8,/997/8/567/688/695/315/714/731/527696977/,Orbital area medial part layer 6b
738,Orbital area ventral part,ORBv,714.0,7,/997/8/567/688/695/315/714/738/,Orbital area ventral part
746,Orbital area ventrolateral part,ORBvl,714.0,7,/997/8/567/688/695/315/714/746/,Orbital area ventrolateral part
969,Orbital area ventrolateral part layer 1,ORBvl1,746.0,8,/997/8/567/688/695/315/714/746/969/,Orbital area ventrolateral part layer 1
288,Orbital area ventrolateral part layer 2/3,ORBvl2/3,746.0,8,/997/8/567/688/695/315/714/746/288/,Orbital area ventrolateral part layer 2/3
1125,Orbital area ventrolateral part layer 5,ORBvl5,746.0,8,/997/8/567/688/695/315/714/746/1125/,Orbital area ventrolateral part layer 5
608,Orbital area ventrolateral part layer 6a,ORBvl6a,746.0,8,/997/8/567/688/695/315/714/746/608/,Orbital area ventrolateral part layer 6a
680,Orbital area ventrolateral part layer 6b,ORBvl6b,746.0,8,/997/8/567/688/695/315/714/746/680/,Orbital area ventrolateral part layer 6b
95,Agranular insular area,AI,315.0,6,/997/8/567/688/695/315/95/,Agranular insular area
104,Agranular insular area dorsal part,AId,95.0,7,/997/8/567/688/695/315/95/104/,Agranular insular area dorsal part
996,Agranular insular area dorsal part layer 1,AId1,104.0,8,/997/8/567/688/695/315/95/104/996/,Agranular insular area dorsal part layer 1
328,Agranular insular area dorsal part layer 2/3,AId2/3,104.0,8,/997/8/567/688/695/315/95/104/328/,Agranular insular area dorsal part layer 2/3
1101,Agranular insular area dorsal part layer 5,AId5,104.0,8,/997/8/567/688/695/315/95/104/1101/,Agranular insular area dorsal part layer 5
783,Agranular insular area dorsal part layer 6a,AId6a,104.0,8,/997/8/567/688/695/315/95/104/783/,Agranular insular area dorsal part layer 6a
831,Agranular insular area dorsal part layer 6b,AId6b,104.0,8,/997/8/567/688/695/315/95/104/831/,Agranular insular area dorsal part layer 6b
111,Agranular insular area posterior part,AIp,95.0,7,/997/8/567/688/695/315/95/111/,Agranular insular area posterior part
120,Agranular insular area posterior part layer 1,AIp1,111.0,8,/997/8/567/688/695/315/95/111/120/,Agranular insular area posterior part layer 1
163,Agranular insular area posterior part layer 2/3,AIp2/3,111.0,8,/997/8/567/688/695/315/95/111/163/,Agranular insular area posterior part layer 2/3
344,Agranular insular area posterior part layer 5,AIp5,111.0,8,/997/8/567/688/695/315/95/111/344/,Agranular insular area posterior part layer 5
314,Agranular insular area posterior part layer 6a,AIp6a,111.0,8,/997/8/567/688/695/315/95/111/314/,Agranular insular area posterior part layer 6a
355,Agranular insular area posterior part layer 6b,AIp6b,111.0,8,/997/8/567/688/695/315/95/111/355/,Agranular insular area posterior part layer 6b
119,Agranular insular area ventral part,AIv,95.0,7,/997/8/567/688/695/315/95/119/,Agranular insular area ventral part
704,Agranular insular area ventral part layer 1,AIv1,119.0,8,/997/8/567/688/695/315/95/119/704/,Agranular insular area ventral part layer 1
694,Agranular insular area ventral part layer 2/3,AIv2/3,119.0,8,/997/8/567/688/695/315/95/119/694/,Agranular insular area ventral part layer 2/3
800,Agranular insular area ventral part layer 5,AIv5,119.0,8,/997/8/567/688/695/315/95/119/800/,Agranular insular area ventral part layer 5
675,Agranular insular area ventral part layer 6a,AIv6a,119.0,8,/997/8/567/688/695/315/95/119/675/,Agranular insular area ventral part layer 6a
699,Agranular insular area ventral part layer 6b,AIv6b,119.0,8,/997/8/567/688/695/315/95/119/699/,Agranular insular area ventral part layer 6b
254,Retrosplenial area,RSP,315.0,6,/997/8/567/688/695/315/254/,Retrosplenial area
894,Retrosplenial area lateral agranular part,RSPagl,254.0,7,/997/8/567/688/695/315/254/894/,Retrosplenial area lateral agranular part
671,Retrosplenial area lateral agranular part layer 1,RSPagl1,894.0,8,/997/8/567/688/695/315/254/894/671/,Retrosplenial area lateral agranular part layer 1
965,Retrosplenial area lateral agranular part layer 2/3,RSPagl2/3,894.0,8,/997/8/567/688/695/315/254/894/965/,Retrosplenial area lateral agranular part layer 2/3
774,Retrosplenial area lateral agranular part layer 5,RSPagl5,894.0,8,/997/8/567/688/695/315/254/894/774/,Retrosplenial area lateral agranular part layer 5
906,Retrosplenial area lateral agranular part layer 6a,RSPagl6a,894.0,8,/997/8/567/688/695/315/254/894/906/,Retrosplenial area lateral agranular part layer 6a
279,Retrosplenial area lateral agranular part layer 6b,RSPagl6b,894.0,8,/997/8/567/688/695/315/254/894/279/,Retrosplenial area lateral agranular part layer 6b
480149258,Mediomedial anterior visual area,VISmma,894.0,8,/997/8/567/688/695/315/254/894/480149258/,Mediomedial anterior visual area
480149262,Mediomedial anterior visual area layer 1,VISmma1,480149258.0,9,/997/8/567/688/695/315/254/894/480149258/480149262/,Mediomedial anterior visual area layer 1
480149266,Mediomedial anterior visual area layer 2/3,VISmma2/3,480149258.0,9,/997/8/567/688/695/315/254/894/480149258/480149266/,Mediomedial anterior visual area layer 2/3
480149270,Mediomedial anterior visual area layer 4,VISmma4,480149258.0,9,/997/8/567/688/695/315/254/894/480149258/480149270/,Mediomedial anterior visual area layer 4
480149274,Mediomedial anterior visual arealayer 5,VISmma5,480149258.0,9,/997/8/567/688/695/315/254/894/480149258/480149274/,Mediomedial anterior visual arealayer 5
480149278,Mediomedial anterior visual area layer 6a,VISmma6a,480149258.0,9,/997/8/567/688/695/315/254/894/480149258/480149278/,Mediomedial anterior visual area layer 6a
480149282,Mediomedial anterior visual area layer 6b,VISmma6b,480149258.0,9,/997/8/567/688/695/315/254/894/480149258/480149282/,Mediomedial anterior visual area layer 6b
480149286,Mediomedial posterior visual area,VISmmp,894.0,8,/997/8/567/688/695/315/254/894/480149286/,Mediomedial posterior visual area
480149290,Mediomedial posterior visual area layer 1,VISmmp1,480149286.0,9,/997/8/567/688/695/315/254/894/480149286/480149290/,Mediomedial posterior visual area layer 1
480149294,Mediomedial posterior visual area layer 2/3,VISmmp2/3,480149286.0,9,/997/8/567/688/695/315/254/894/480149286/480149294/,Mediomedial posterior visual area layer 2/3
480149298,Mediomedial posterior visual area layer 4,VISmmp4,480149286.0,9,/997/8/567/688/695/315/254/894/480149286/480149298/,Mediomedial posterior visual area layer 4
480149302,Mediomedial posterior visual arealayer 5,VISmmp5,480149286.0,9,/997/8/567/688/695/315/254/894/480149286/480149302/,Mediomedial posterior visual arealayer 5
480149306,Mediomedial posterior visual area layer 6a,VISmmp6a,480149286.0,9,/997/8/567/688/695/315/254/894/480149286/480149306/,Mediomedial posterior visual area layer 6a
480149310,Mediomedial posterior visual area layer 6b,VISmmp6b,480149286.0,9,/997/8/567/688/695/315/254/894/480149286/480149310/,Mediomedial posterior visual area layer 6b
480149314,Medial visual area,VISm,894.0,8,/997/8/567/688/695/315/254/894/480149314/,Medial visual area
480149318,Medial visual area layer 1,VISm1,480149314.0,9,/997/8/567/688/695/315/254/894/480149314/480149318/,Medial visual area layer 1
480149322,Medial visual area layer 2/3,VISm2/3,480149314.0,9,/997/8/567/688/695/315/254/894/480149314/480149322/,Medial visual area layer 2/3
480149326,Medial visual area layer 4,VISm4,480149314.0,9,/997/8/567/688/695/315/254/894/480149314/480149326/,Medial visual area layer 4
480149330,Medial visual arealayer 5,VISm5,480149314.0,9,/997/8/567/688/695/315/254/894/480149314/480149330/,Medial visual arealayer 5
480149334,Medial visual area layer 6a,VISm6a,480149314.0,9,/997/8/567/688/695/315/254/894/480149314/480149334/,Medial visual area layer 6a
480149338,Medial visual area layer 6b,VISm6b,480149314.0,9,/997/8/567/688/695/315/254/894/480149314/480149338/,Medial visual area layer 6b
879,Retrosplenial area dorsal part,RSPd,254.0,7,/997/8/567/688/695/315/254/879/,Retrosplenial area dorsal part
442,Retrosplenial area dorsal part layer 1,RSPd1,879.0,8,/997/8/567/688/695/315/254/879/442/,Retrosplenial area dorsal part layer 1
434,Retrosplenial area dorsal part layer 2/3,RSPd2/3,879.0,8,/997/8/567/688/695/315/254/879/434/,Retrosplenial area dorsal part layer 2/3
545,Retrosplenial area dorsal part layer 4,RSPd4,879.0,8,/997/8/567/688/695/315/254/879/545/,Retrosplenial area dorsal part layer 4
610,Retrosplenial area dorsal part layer 5,RSPd5,879.0,8,/997/8/567/688/695/315/254/879/610/,Retrosplenial area dorsal part layer 5
274,Retrosplenial area dorsal part layer 6a,RSPd6a,879.0,8,/997/8/567/688/695/315/254/879/274/,Retrosplenial area dorsal part layer 6a
330,Retrosplenial area dorsal part layer 6b,RSPd6b,879.0,8,/997/8/567/688/695/315/254/879/330/,Retrosplenial area dorsal part layer 6b
886,Retrosplenial area ventral part,RSPv,254.0,7,/997/8/567/688/695/315/254/886/,Retrosplenial area ventral part
542,Retrosplenial area ventral part layer 1,RSPv1,886.0,8,/997/8/567/688/695/315/254/886/542/,Retrosplenial area ventral part layer 1
606,Retrosplenial area ventral part layer 2,RSPv2,886.0,8,/997/8/567/688/695/315/254/886/606/,Retrosplenial area ventral part layer 2
430,Retrosplenial area ventral part layer 2/3,RSPv2/3,886.0,8,/997/8/567/688/695/315/254/886/430/,Retrosplenial area ventral part layer 2/3
687,Retrosplenial area ventral part layer 5,RSPv5,886.0,8,/997/8/567/688/695/315/254/886/687/,Retrosplenial area ventral part layer 5
590,Retrosplenial area ventral part layer 6a,RSPv6a,886.0,8,/997/8/567/688/695/315/254/886/590/,Retrosplenial area ventral part layer 6a
622,Retrosplenial area ventral part layer 6b,RSPv6b,886.0,8,/997/8/567/688/695/315/254/886/622/,Retrosplenial area ventral part layer 6b
22,Posterior parietal association areas,PTLp,315.0,6,/997/8/567/688/695/315/22/,Posterior parietal association areas
532,Posterior parietal association areas layer 1,PTLp1,22.0,7,/997/8/567/688/695/315/22/532/,Posterior parietal association areas layer 1
241,Posterior parietal association areas layer 2/3,PTLp2/3,22.0,7,/997/8/567/688/695/315/22/241/,Posterior parietal association areas layer 2/3
635,Posterior parietal association areas layer 4,PTLp4,22.0,7,/997/8/567/688/695/315/22/635/,Posterior parietal association areas layer 4
683,Posterior parietal association areas layer 5,PTLp5,22.0,7,/997/8/567/688/695/315/22/683/,Posterior parietal association areas layer 5
308,Posterior parietal association areas layer 6a,PTLp6a,22.0,7,/997/8/567/688/695/315/22/308/,Posterior parietal association areas layer 6a
340,Posterior parietal association areas layer 6b,PTLp6b,22.0,7,/997/8/567/688/695/315/22/340/,Posterior parietal association areas layer 6b
312782546,Anterior area,VISa,22.0,7,/997/8/567/688/695/315/22/312782546/,Anterior area
312782550,Anterior area layer 1,VISa1,312782546.0,8,/997/8/567/688/695/315/22/312782546/312782550/,Anterior area layer 1
312782554,Anterior area layer 2/3,VISa2/3,312782546.0,8,/997/8/567/688/695/315/22/312782546/312782554/,Anterior area layer 2/3
312782558,Anterior area layer 4,VISa4,312782546.0,8,/997/8/567/688/695/315/22/312782546/312782558/,Anterior area layer 4
312782562,Anterior area layer 5,VISa5,312782546.0,8,/997/8/567/688/695/315/22/312782546/312782562/,Anterior area layer 5
312782566,Anterior area layer 6a,VISa6a,312782546.0,8,/997/8/567/688/695/315/22/312782546/312782566/,Anterior area layer 6a
312782570,Anterior area layer 6b,VISa6b,312782546.0,8,/997/8/567/688/695/315/22/312782546/312782570/,Anterior area layer 6b
417,Rostrolateral visual area,VISrl,22.0,7,/997/8/567/688/695/315/22/417/,Rostrolateral visual area
312782604,Rostrolateral area layer 1,VISrl1,417.0,8,/997/8/567/688/695/315/22/417/312782604/,Rostrolateral area layer 1
312782608,Rostrolateral area layer 2/3,VISrl2/3,417.0,8,/997/8/567/688/695/315/22/417/312782608/,Rostrolateral area layer 2/3
312782612,Rostrolateral area layer 4,VISrl4,417.0,8,/997/8/567/688/695/315/22/417/312782612/,Rostrolateral area layer 4
312782616,Rostrolateral area layer 5,VISrl5,417.0,8,/997/8/567/688/695/315/22/417/312782616/,Rostrolateral area layer 5
312782620,Rostrolateral area layer 6a,VISrl6a,417.0,8,/997/8/567/688/695/315/22/417/312782620/,Rostrolateral area layer 6a
312782624,Rostrolateral area layer 6b,VISrl6b,417.0,8,/997/8/567/688/695/315/22/417/312782624/,Rostrolateral area layer 6b
541,Temporal association areas,TEa,315.0,6,/997/8/567/688/695/315/541/,Temporal association areas
97,Temporal association areas layer 1,TEa1,541.0,7,/997/8/567/688/695/315/541/97/,Temporal association areas layer 1
1127,Temporal association areas layer 2/3,TEa2/3,541.0,7,/997/8/567/688/695/315/541/1127/,Temporal association areas layer 2/3
234,Temporal association areas layer 4,TEa4,541.0,7,/997/8/567/688/695/315/541/234/,Temporal association areas layer 4
289,Temporal association areas layer 5,TEa5,541.0,7,/997/8/567/688/695/315/541/289/,Temporal association areas layer 5
729,Temporal association areas layer 6a,TEa6a,541.0,7,/997/8/567/688/695/315/541/729/,Temporal association areas layer 6a
786,Temporal association areas layer 6b,TEa6b,541.0,7,/997/8/567/688/695/315/541/786/,Temporal association areas layer 6b
922,Perirhinal area,PERI,315.0,6,/997/8/567/688/695/315/922/,Perirhinal area
540,Perirhinal area layer 1,PERI1,922.0,7,/997/8/567/688/695/315/922/540/,Perirhinal area layer 1
888,Perirhinal area layer 2/3,PERI2/3,922.0,7,/997/8/567/688/695/315/922/888/,Perirhinal area layer 2/3
692,Perirhinal area layer 5,PERI5,922.0,7,/997/8/567/688/695/315/922/692/,Perirhinal area layer 5
335,Perirhinal area layer 6a,PERI6a,922.0,7,/997/8/567/688/695/315/922/335/,Perirhinal area layer 6a
368,Perirhinal area layer 6b,PERI6b,922.0,7,/997/8/567/688/695/315/922/368/,Perirhinal area layer 6b
895,Ectorhinal area,ECT,315.0,6,/997/8/567/688/695/315/895/,Ectorhinal area
836,Ectorhinal area/Layer 1,ECT1,895.0,7,/997/8/567/688/695/315/895/836/,Ectorhinal area/Layer 1
427,Ectorhinal area/Layer 2/3,ECT2/3,895.0,7,/997/8/567/688/695/315/895/427/,Ectorhinal area/Layer 2/3
988,Ectorhinal area/Layer 5,ECT5,895.0,7,/997/8/567/688/695/315/895/988/,Ectorhinal area/Layer 5
977,Ectorhinal area/Layer 6a,ECT6a,895.0,7,/997/8/567/688/695/315/895/977/,Ectorhinal area/Layer 6a
1045,Ectorhinal area/Layer 6b,ECT6b,895.0,7,/997/8/567/688/695/315/895/1045/,Ectorhinal area/Layer 6b
698,Olfactory areas,OLF,695.0,5,/997/8/567/688/695/698/,Olfactory areas
507,Main olfactory bulb,MOB,698.0,6,/997/8/567/688/695/698/507/,Main olfactory bulb
212,Main olfactory bulb glomerular layer,MOBgl,507.0,7,/997/8/567/688/695/698/507/212/,Main olfactory bulb glomerular layer
220,Main olfactory bulb granule layer,MOBgr,507.0,7,/997/8/567/688/695/698/507/220/,Main olfactory bulb granule layer
228,Main olfactory bulb inner plexiform layer,MOBipl,507.0,7,/997/8/567/688/695/698/507/228/,Main olfactory bulb inner plexiform layer
236,Main olfactory bulb mitral layer,MOBmi,507.0,7,/997/8/567/688/695/698/507/236/,Main olfactory bulb mitral layer
244,Main olfactory bulb outer plexiform layer,MOBopl,507.0,7,/997/8/567/688/695/698/507/244/,Main olfactory bulb outer plexiform layer
151,Accessory olfactory bulb,AOB,698.0,6,/997/8/567/688/695/698/151/,Accessory olfactory bulb
188,Accessory olfactory bulb glomerular layer,AOBgl,151.0,7,/997/8/567/688/695/698/151/188/,Accessory olfactory bulb glomerular layer
196,Accessory olfactory bulb granular layer,AOBgr,151.0,7,/997/8/567/688/695/698/151/196/,Accessory olfactory bulb granular layer
204,Accessory olfactory bulb mitral layer,AOBmi,151.0,7,/997/8/567/688/695/698/151/204/,Accessory olfactory bulb mitral layer
159,Anterior olfactory nucleus,AON,698.0,6,/997/8/567/688/695/698/159/,Anterior olfactory nucleus
167,Anterior olfactory nucleus dorsal part,AONd,159.0,7,/997/8/567/688/695/698/159/167/,Anterior olfactory nucleus dorsal part
175,Anterior olfactory nucleus external part,AONe,159.0,7,/997/8/567/688/695/698/159/175/,Anterior olfactory nucleus external part
183,Anterior olfactory nucleus lateral part,AONl,159.0,7,/997/8/567/688/695/698/159/183/,Anterior olfactory nucleus lateral part
191,Anterior olfactory nucleus medial part,AONm,159.0,7,/997/8/567/688/695/698/159/191/,Anterior olfactory nucleus medial part
199,Anterior olfactory nucleus posteroventral part,AONpv,159.0,7,/997/8/567/688/695/698/159/199/,Anterior olfactory nucleus posteroventral part
160,Anterior olfactory nucleus layer 1,AON1,159.0,7,/997/8/567/688/695/698/159/160/,Anterior olfactory nucleus layer 1
168,Anterior olfactory nucleus layer 2,AON2,159.0,7,/997/8/567/688/695/698/159/168/,Anterior olfactory nucleus layer 2
589,Taenia tecta,TT,698.0,6,/997/8/567/688/695/698/589/,Taenia tecta
597,Taenia tecta dorsal part,TTd,589.0,7,/997/8/567/688/695/698/589/597/,Taenia tecta dorsal part
297,Taenia tecta dorsal part layers 1-4,TTd1-4,597.0,8,/997/8/567/688/695/698/589/597/297/,Taenia tecta dorsal part layers 1-4
1034,Taenia tecta dorsal part layer 1,TTd1,597.0,8,/997/8/567/688/695/698/589/597/1034/,Taenia tecta dorsal part layer 1
1042,Taenia tecta dorsal part layer 2,TTd2,597.0,8,/997/8/567/688/695/698/589/597/1042/,Taenia tecta dorsal part layer 2
1050,Taenia tecta dorsal part layer 3,TTd3,597.0,8,/997/8/567/688/695/698/589/597/1050/,Taenia tecta dorsal part layer 3
1059,Taenia tecta dorsal part layer 4,TTd4,597.0,8,/997/8/567/688/695/698/589/597/1059/,Taenia tecta dorsal part layer 4
605,Taenia tecta ventral part,TTv,589.0,7,/997/8/567/688/695/698/589/605/,Taenia tecta ventral part
306,Taenia tecta ventral part layers 1-3,TTv1-3,605.0,8,/997/8/567/688/695/698/589/605/306/,Taenia tecta ventral part layers 1-3
1067,Taenia tecta ventral part layer 1,TTv1,605.0,8,/997/8/567/688/695/698/589/605/1067/,Taenia tecta ventral part layer 1
1075,Taenia tecta ventral part layer 2,TTv2,605.0,8,/997/8/567/688/695/698/589/605/1075/,Taenia tecta ventral part layer 2
1082,Taenia tecta ventral part layer 3,TTv3,605.0,8,/997/8/567/688/695/698/589/605/1082/,Taenia tecta ventral part layer 3
814,Dorsal peduncular area,DP,698.0,6,/997/8/567/688/695/698/814/,Dorsal peduncular area
496,Dorsal peduncular area layer 1,DP1,814.0,7,/997/8/567/688/695/698/814/496/,Dorsal peduncular area layer 1
535,Dorsal peduncular area layer 2,DP2,814.0,7,/997/8/567/688/695/698/814/535/,Dorsal peduncular area layer 2
360,Dorsal peduncular area layer 2/3,DP2/3,814.0,7,/997/8/567/688/695/698/814/360/,Dorsal peduncular area layer 2/3
646,Dorsal peduncular area layer 5,DP5,814.0,7,/997/8/567/688/695/698/814/646/,Dorsal peduncular area layer 5
267,Dorsal peduncular area layer 6a,DP6a,814.0,7,/997/8/567/688/695/698/814/267/,Dorsal peduncular area layer 6a
961,Piriform area,PIR,698.0,6,/997/8/567/688/695/698/961/,Piriform area
152,Piriform area layers 1-3,PIR1-3,961.0,7,/997/8/567/688/695/698/961/152/,Piriform area layers 1-3
276,Piriform area molecular layer,PIR1,961.0,7,/997/8/567/688/695/698/961/276/,Piriform area molecular layer
284,Piriform area pyramidal layer,PIR2,961.0,7,/997/8/567/688/695/698/961/284/,Piriform area pyramidal layer
291,Piriform area polymorph layer,PIR3,961.0,7,/997/8/567/688/695/698/961/291/,Piriform area polymorph layer
619,Nucleus of the lateral olfactory tract,NLOT,698.0,6,/997/8/567/688/695/698/619/,Nucleus of the lateral olfactory tract
392,Nucleus of the lateral olfactory tract layers 1-3,NLOT1-3,619.0,7,/997/8/567/688/695/698/619/392/,Nucleus of the lateral olfactory tract layers 1-3
260,Nucleus of the lateral olfactory tract molecular layer,NLOT1,619.0,7,/997/8/567/688/695/698/619/260/,Nucleus of the lateral olfactory tract molecular layer
268,Nucleus of the lateral olfactory tract pyramidal layer,NLOT2,619.0,7,/997/8/567/688/695/698/619/268/,Nucleus of the lateral olfactory tract pyramidal layer
1139,Nucleus of the lateral olfactory tract layer 3,NLOT3,619.0,7,/997/8/567/688/695/698/619/1139/,Nucleus of the lateral olfactory tract layer 3
631,Cortical amygdalar area,COA,698.0,6,/997/8/567/688/695/698/631/,Cortical amygdalar area
639,Cortical amygdalar area anterior part,COAa,631.0,7,/997/8/567/688/695/698/631/639/,Cortical amygdalar area anterior part
192,Cortical amygdalar area anterior part layer 1,COAa1,639.0,8,/997/8/567/688/695/698/631/639/192/,Cortical amygdalar area anterior part layer 1
200,Cortical amygdalar area anterior part layer 2,COAa2,639.0,8,/997/8/567/688/695/698/631/639/200/,Cortical amygdalar area anterior part layer 2
208,Cortical amygdalar area anterior part layer 3,COAa3,639.0,8,/997/8/567/688/695/698/631/639/208/,Cortical amygdalar area anterior part layer 3
647,Cortical amygdalar area posterior part,COAp,631.0,7,/997/8/567/688/695/698/631/647/,Cortical amygdalar area posterior part
655,Cortical amygdalar area posterior part lateral zone,COApl,647.0,8,/997/8/567/688/695/698/631/647/655/,Cortical amygdalar area posterior part lateral zone
584,Cortical amygdalar area posterior part lateral zone layers 1-2,COApl1-2,655.0,9,/997/8/567/688/695/698/631/647/655/584/,Cortical amygdalar area posterior part lateral zone layers 1-2
376,Cortical amygdalar area posterior part lateral zone layers 1-3,COApl1-3,655.0,9,/997/8/567/688/695/698/631/647/655/376/,Cortical amygdalar area posterior part lateral zone layers 1-3
216,Cortical amygdalar area posterior part lateral zone layer 1,COApl1,655.0,9,/997/8/567/688/695/698/631/647/655/216/,Cortical amygdalar area posterior part lateral zone layer 1
